45	received	KRXO	v	n
2087	describes	Krishna	v	n
104	made	Krista	v	n
59	listened	Kristin	v	n
1322	had	Kristy	v	n
83	do	Krueger	v	n
60	offers	Krugman	v	n
135	did	Krylov	v	n
48	is	kreutzer	v	n
139	harvesting	krill	v	n
94	were	Kraal	v	n
96	are	Kracauer	v	n
40	defined	Kramer	v	n
123	did	Krasin	v	n
57	were	Krasinski	v	n
178	gives	Kraus	v	n
53	und	Krauter	v	n
93	told	Kreisky	v	n
49	formulates	Kripke	v	n
1336	could	Kris	v	n
548	bringing	Krishna	v	n
58	treat	Krispies	v	n
48	combines	Kristeva	v	n
521	told	Kristin	v	n
326	vag	Kristinas	v	n
147	was	Krobo	v	n
151	makes	Kroeber	v	n
64	points	Krohn	v	n
131	told	Kroll	v	n
182	swallowing	Kronos	v	n
59	attempted	Kropotkin	v	n
50	was	Krotov	v	n
43	provides	Krugman	v	n
52	shall	kraal	v	n
303	are	kraits	v	n
90	made	Kraemer	v	n
49	haben	Kraft	v	n
68	was	Krain	v	n
212	et	Krakowski	v	n
163	answered	Kramer	v	n
647	und	Krankheit	v	n
50	replied	Krassin	v	n
96	et	Kratochvilova	v	n
157	spoke	Kraus	v	n
937	was	Kravchuk	v	n
74	intensified	Kremlin	v	n
87	says	Kriegel	v	n
52	has	Kriloff	v	n
283	und	Krise	v	n
162	temples	Krishna	v	n
130	accepts	Kristeva	v	n
217	speaks	Kroeber	v	n
330	has	Krogstad	v	n
596	went	Krsna	v	n
428	looked	Kruger	v	n
65	et	Kruijer	v	n
83	told	Krulak	v	n
535	did	Krupp	v	n
57	has	Krusenstern	v	n
62	will	Krushchev	v	n
92	observed	Krutch	v	n
67	bleaching	kraft	v	n
64	saw	Kraemer	v	n
550	asked	Kraft	v	n
44	compared	Kramer	v	n
86	had	Kranich	v	n
61	sits	Krapp	v	n
87	suggested	Krauss	v	n
51	presented	Krebs	v	n
444	played	Kreisler	v	n
226	said	Kremlin	v	n
1144	decided	Krishna	v	n
51	is	Krishnaraja	v	n
129	told	Kristi	v	n
51	joined	Kristin	v	n
179	was	Kristof	v	n
50	et	Kronmal	v	n
189	noted	Kropotkin	v	n
884	said	Krueger	v	n
150	declined	Kruger	v	n
50	took	Krugman	v	n
67	did	Kruif	v	n
188	et	Krulwich	v	n
139	is	Krusty	v	n
270	became	kraal	v	n
100	stuck	kris	v	n
85	replied	Kraft	v	n
971	describes	Kramer	v	n
97	shows	Krapp	v	n
219	can	Kraus	v	n
51	puts	Krause	v	n
96	conducting	Krauss	v	n
192	et	Krebbers	v	n
91	could	Krell	v	n
945	assumed	Kremlin	v	n
229	is	Kreousa	v	n
72	went	Kreuger	v	n
95	has	Kreutz	v	n
65	played	Kreutzer	v	n
53	would	Kriidener	v	n
57	admits	Kripke	v	n
207	explained	Kris	v	n
438	attempts	Krishna	v	n
106	et	Kristeller	v	n
231	believed	Kroeber	v	n
66	enters	Krogstad	v	n
86	tries	Krsna	v	n
65	states	Kruger	v	n
589	was	Krulak	v	n
46	pointed	Kraemer	v	n
671	had	Kramers	v	n
44	und	Kranke	v	n
82	moved	Kraus	v	n
1327	is	Krauss	v	n
54	tells	Krehbiel	v	n
53	was	Kreisleriana	v	n
129	has	Kreuzberg	v	n
281	argues	Krishna	v	n
242	answered	Kristen	v	n
581	goes	Kristeva	v	n
66	stopped	Kristina	v	n
78	et	Kristof	v	n
66	urged	Kristol	v	n
57	put	Kroc	v	n
104	does	Kroetsch	v	n
75	points	Kroll	v	n
73	informed	Krsna	v	n
59	refuses	Kruger	v	n
67	goes	Krugman	v	n
287	took	Krupp	v	n
106	has	Krylenko	v	n
241	having	kraal	v	n
228	suggests	Kracauer	v	n
51	i	Kramer	v	n
62	said	Krasnov	v	n
403	appeared	Krause	v	n
833	et	Kraut	v	n
69	are	Kremes	v	n
430	attended	Kremlin	v	n
109	had	Kressenstein	v	n
477	Is	Krishna	v	n
253	wanted	Kristen	v	n
361	draws	Kristeva	v	n
63	ran	Kristina	v	n
74	declared	Kristol	v	n
322	would	Kristy	v	n
356	et	Krogstad	v	n
184	said	Kron	v	n
165	knew	Kropotkin	v	n
426	can	Kruger	v	n
46	was	krama	v	n
99	eaten	krill	v	n
56	is	Kraditor	v	n
46	walked	Kraft	v	n
248	is	Kraton	v	n
597	was	Kravitz	v	n
90	could	Kremer	v	n
71	were	Krestinsky	v	n
176	began	Krieger	v	n
345	has	Krim	v	n
64	were	Kringle	v	n
104	introduces	Kripke	v	n
140	has	Krishan	v	n
752	arose	Krishna	v	n
180	asked	Krishnamurti	v	n
117	answered	Krista	v	n
56	have	Kron	v	n
334	has	Kronstadt	v	n
1431	had	Krugers	v	n
82	might	kraal	v	n
43	has	Kraenzel	v	n
107	are	Kraepelin	v	n
775	added	Kraft	v	n
135	had	Kramar	v	n
63	controls	Kremlin	v	n
76	gave	Krieger	v	n
105	denies	Kripke	v	n
120	had	Krips	v	n
47	Will	Krishnakanter	v	n
539	et	Krishnamoorthy	v	n
54	stayed	Kristen	v	n
51	concludes	Kristol	v	n
54	has	Kroch	v	n
208	called	Krock	v	n
184	could	Kroeber	v	n
64	pointed	Krogh	v	n
68	have	Krohn	v	n
54	et	Kropotkin	v	n
1735	began	Kruger	v	n
93	would	Krupa	v	n
272	cemented	Krupp	v	n
94	would	kraken	v	n
69	will	krypton	v	n
337	acknowledged	Kraft	v	n
450	is	Krai	v	n
162	did	Krakatoa	v	n
63	are	Krames	v	n
52	went	Krasnov	v	n
48	SJ	Kraus	v	n
231	was	Krauskopf	v	n
85	spoke	Krebs	v	n
43	has	Kreuznach	v	n
74	puts	Krieger	v	n
108	became	Kripalani	v	n
129	chant	Krishna	v	n
73	uses	Krishnamurti	v	n
55	were	Krisna	v	n
735	was	Kristian	v	n
64	were	Kristofferson	v	n
52	began	Kristol	v	n
158	went	Kroeber	v	n
421	was	Krogstad	v	n
72	makes	Kroll	v	n
225	et	Krouse	v	n
72	stood	Krystal	v	n
397	wrapping	kraft	v	n
279	says	Kraepelin	v	n
40	ripped	Kraken	v	n
227	et	Krakoff	v	n
46	does	Kranz	v	n
144	is	Kreosote	v	n
64	wrote	Kress	v	n
142	demanded	Kris	v	n
113	was	Krishn	v	n
411	would	Krishnamurti	v	n
445	felt	Krista	v	n
202	glanced	Kristen	v	n
84	fell	Kristin	v	n
47	distinguishes	Kroeber	v	n
206	arrived	Kropotkin	v	n
103	is	Krupnik	v	n
67	noted	Krupskaya	v	n
62	did	Kruschev	v	n
399	has	KR	v	n
734	had	Krakow	v	n
627	versus	Kramer	v	n
235	was	Krassner	v	n
248	came	Krebs	v	n
328	set	Kremlin	v	n
80	tried	Kretschmer	v	n
42	convinced	Krishna	v	n
56	et	Krishnamachari	v	n
55	became	Kristi	v	n
81	would	Kristie	v	n
263	answered	Kristin	v	n
55	did	Krosigk	v	n
126	observed	Krueger	v	n
501	have	Kruger	v	n
213	built	Krupp	v	n
86	would	Krylov	v	n
82	should	kraals	v	n
84	was	Kraevsky	v	n
472	has	Krakow	v	n
310	indicated	Kramer	v	n
575	found	Kremlin	v	n
388	et	Krieg	v	n
640	begins	Krishna	v	n
61	let	Kristin	v	n
67	asked	Kristol	v	n
42	observed	Krogh	v	n
855	had	Krohn	v	n
44	reigns	Kronos	v	n
61	thinks	Kropotkin	v	n
214	suggests	Krsna	v	n
146	led	Kruger	v	n
4370	works	Krupp	v	n
136	are	kriging	v	n
1170	was	KR	v	n
140	is	Krasnov	v	n
140	stood	Krause	v	n
13706	developed	Kremlin	v	n
105	und	Kriminologie	v	n
123	insists	Kripke	v	n
747	becomes	Krishna	v	n
146	saw	Krista	v	n
53	needs	Kristen	v	n
868	thought	Kristin	v	n
42	see	Kropotkin	v	n
211	played	Krsna	v	n
94	telegraphed	Kruger	v	n
886	uses	Krupp	v	n
50	should	kroner	v	n
43	varies	Kr	v	n
180	noted	Kraft	v	n
45	finds	Krapp	v	n
63	appointed	Kravchuk	v	n
51	commenced	Kray	v	n
236	aimed	Kremlin	v	n
53	became	Krenz	v	n
67	are	Kretzmann	v	n
82	referred	Kripalani	v	n
58	expresses	Kripke	v	n
378	was	Krishnadeva	v	n
298	got	Kristen	v	n
2258	suggests	Kristeva	v	n
194	began	Kristy	v	n
616	advocated	Kropotkin	v	n
160	et	Kruithof	v	n
56	came	kraals	v	n
72	has	kraft	v	n
43	was	kreuzers	v	n
3730	et	Kraemer	v	n
64	nodded	Kraft	v	n
167	was	Kragujevac	v	n
99	leaned	Kramer	v	n
121	argued	Kraus	v	n
66	seemed	Krause	v	n
76	goes	Krauss	v	n
143	will	Krebs	v	n
86	abandoned	Kremlin	v	n
72	might	Kresge	v	n
51	came	Kriiger	v	n
2016	declared	Krishna	v	n
101	reports	Kroeber	v	n
49	died	Kronecker	v	n
1529	requested	Krsna	v	n
140	stands	Kruger	v	n
198	containing	KRB	v	n
280	does	Kraft	v	n
44	remained	Krakatoa	v	n
183	sleepeth	Kraken	v	n
142	was	Kram	v	n
150	stopped	Kramer	v	n
85	is	Krank	v	n
213	et	Kregel	v	n
62	views	Kremlin	v	n
133	had	Krige	v	n
53	wanted	Krim	v	n
313	was	Krishnaji	v	n
470	were	Kristen	v	n
79	tried	Kristina	v	n
127	is	Kristof	v	n
50	insisted	Kristy	v	n
108	will	Kroll	v	n
107	took	Krug	v	n
1776	has	Krugman	v	n
66	manufactured	Krupp	v	n
3584	is	kraal	v	n
94	was	Kremen	v	n
69	told	Kremer	v	n
116	discovered	Kremlin	v	n
537	is	Kripalani	v	n
5015	had	Kris	v	n
274	ordered	Krishna	v	n
53	und	Kristallen	v	n
49	observes	Kristeller	v	n
1006	did	Kristen	v	n
1351	was	Krivitsky	v	n
54	has	Kriz	v	n
824	received	Kropotkin	v	n
84	proceeds	Krsna	v	n
209	did	Krug	v	n
147	felt	Krutch	v	n
72	are	krad	v	n
132	caught	krill	v	n
3687	had	Kram	v	n
219	does	Krause	v	n
1253	goes	Kremlin	v	n
63	is	Kriel	v	n
136	shows	Kripke	v	n
184	had	Krish	v	n
425	fought	Krishna	v	n
47	does	Krista	v	n
651	identifies	Kristeva	v	n
89	sighed	Kristina	v	n
61	held	Kroeber	v	n
51	have	Kroetsch	v	n
84	et	Krogman	v	n
44	became	Krohn	v	n
60	argued	Kroll	v	n
74	did	Kronborg	v	n
237	have	Kropotkin	v	n
118	paid	Kruger	v	n
478	v	Kruse	v	n
109	has	Kruskal	v	n
510	wrote	Krutch	v	n
953	was	Kracauer	v	n
988	became	Kramer	v	n
139	v	Kraus	v	n
307	is	Krell	v	n
85	understands	Kremlin	v	n
155	was	Krens	v	n
205	et	Kreutz	v	n
5969	und	Krieg	v	n
230	wondered	Kris	v	n
59	learned	Krishna	v	n
372	had	Krissy	v	n
49	delineates	Kristeva	v	n
166	had	Kristiansen	v	n
137	held	Kristy	v	n
202	were	Krobo	v	n
51	received	Kroeber	v	n
261	left	Krsna	v	n
45	may	Krushchev	v	n
71	told	Kryuchkov	v	n
204	would	kris	v	n
69	encouraged	Krajiek	v	n
70	acknowledges	Kramer	v	n
46	is	Kranau	v	n
3165	et	Krauss	v	n
108	took	Kreisler	v	n
92	ET	Krementz	v	n
651	believes	Kremlin	v	n
116	began	Kress	v	n
201	asked	Krissy	v	n
2518	proceeds	Kristeva	v	n
73	den	Kristian	v	n
51	had	Kronfeld	v	n
81	turned	Krueger	v	n
64	notes	Krupat	v	n
72	looked	Krupnik	v	n
62	took	Kruse	v	n
90	thought	Krutch	v	n
151	have	kroner	v	n
117	is	KRAFT	v	n
70	reported	Krantz	v	n
75	tells	Kraus	v	n
40	drew	Krause	v	n
94	signed	Kravchuk	v	n
128	writes	Kreeft	v	n
135	is	Kreitzer	v	n
55	speaks	Krieger	v	n
401	was	Kringle	v	n
447	snapped	Kris	v	n
62	is	Krisch	v	n
403	works	Krishna	v	n
593	speaks	Kristeva	v	n
766	asked	Krogh	v	n
136	was	Krok	v	n
175	et	Kronman	v	n
123	sees	Kropotkin	v	n
190	lived	Krsna	v	n
58	stated	Krug	v	n
99	helped	Kruger	v	n
59	has	Krupps	v	n
59	provided	Kraft	v	n
116	nad	Kralove	v	n
1788	did	Kramer	v	n
523	found	Krause	v	n
51	will	Kraut	v	n
208	can	Krauts	v	n
176	came	Kreisler	v	n
174	helped	Kremlin	v	n
