Verb,Noun,Labels
attack,country,['L']
attack,proposal,['N']
attack,system,"['N', 'N']"
attack,unemployment,['N']
attack,part,['L']
attack,cell,"['N', 'N']"
attack,stronghold,['L']
attack,Gephardt,['N']
attack,tumor,['N']
attack,Bush,"['L', 'L', 'L']"
attack,Embassy,"['L', 'L', 'L']"
attack,headquarters,['L']
attack,provision,['N']
attack,solution,['N']
attack,decision,"['L', 'L']"
attack,Democrats,"['N', 'L']"
attack,tree,['N']
attack,plan,"['N', 'L']"
attack,him,"['N', 'L', 'L', 'L']"
attack,base,['L']
attack,contradiction,['N']
attack,market,"['N', 'N', 'L']"
attack,treatment,['N']
attack,target,"['L', 'L', 'L', 'L', 'L']"
attack,economy,['N']
attack,ship,"['L', 'L', 'L', 'L']"
attack,arsenal,['N']
attack,governor,"['N', 'N']"
attack,town,['L']
attack,Icahn,['N']
attack,we,['N']
attack,Union,['N']
attack,neighborhood,['L']
attack,report,['N']
attack,Dukakis,"['L', 'L', 'L']"
attack,other,['L']
attack,synagogue,['L']
attack,policy,['L']
attack,administration,['N']
attack,convoy,['L']
attack,neighbor,['L']
attack,Stalin,['N']
attack,Robertson,['N']
attack,personality,['N']
attack,record,['L']
attack,problem,"['N', 'N', 'N', 'L']"
attack,one,"['N', 'N']"
attack,Lorenzo,['N']
attack,psyche,['N']
attack,Tokyo,['N']
attack,Airport,['L']
attack,queen,['N']
attack,fee,"['L', 'L']"
attack,demonstrator,"['L', 'L']"
attack,presence,['N']
attack,merit,['N']
attack,person,['N']
attack,Khost,['L']
attack,deduction,['L']
attack,prosecutor,['N']
attack,elite,['L']
besiege,who,['N']
besiege,statehouse,['N']
besiege,Co,['N']
besiege,me,['N']
besiege,port,['L']
besiege,hotel,"['L', 'L']"
besiege,SCHOOLS,['N']
besiege,acre,['N']
besiege,kingdom,['N']
besiege,Today,['N']
besiege,Banner,['N']
besiege,day,['N']
besiege,he,['N']
besiege,bureaucrat,['N']
cool,trading,['N']
cool,boom,['N']
cool,equipment,"['L', 'L']"
cool,pressure,"['N', 'N']"
cool,overheating,['N']
cool,obsession,['N']
cool,complaint,['N']
cool,craze,['N']
cool,bit,"['N', 'N', 'N', 'N']"
cool,spree,['N']
cool,fan,['L']
cool,growth,['N']
cool,inflation,"['N', 'N']"
cool,that,['L']
cool,iron,['L']
cool,temperature,['L']
cool,economy,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'L']"
cool,fear,"['N', 'N']"
cool,thing,"['N', 'N', 'N', 'L']"
cool,need,['N']
cool,relationship,['N']
cool,ardor,['N']
cool,trend,['N']
cool,report,['N']
cool,demand,['N']
cool,market,"['N', 'N', 'N', 'N', 'N', 'N', 'N']"
cool,spending,"['N', 'L']"
cool,expectation,['N']
cool,heel,"['N', 'N']"
cool,rally,"['N', 'N']"
cool,residence,['L']
cool,tower,['L']
cool,enthusiasm,['N']
cool,momentum,['N']
cool,attitude,['N']
cool,rod,['N']
cool,Farenheit,['L']
cool,it,"['N', 'L', 'L']"
dance,Penitent,['N']
dance,hula,"['L', 'L']"
dance,season,['L']
dance,premiere,['N']
dance,bomba,['L']
dance,Twist,['L']
dance,samba,"['L', 'L']"
dance,day,['N']
dance,flamingo,['L']
dance,tango,['N']
dance,storm,"['L', 'L']"
dance,hokey-pokey,"['L', 'L']"
dance,dance,['L']
dance,version,['L']
dance,salsa,"['L', 'L']"
dance,which,['N']
dance,some,['L']
dance,movement,['N']
dance,pa,"['L', 'L', 'L']"
destroy,mineral,['L']
destroy,marrow,['N']
destroy,fall,['N']
destroy,apartheid,['N']
destroy,secrecy,['L']
destroy,painting,['L']
destroy,Israel,['L']
destroy,guy,['L']
destroy,unit,['L']
destroy,morale,['N']
destroy,company,"['N', 'N', 'L']"
destroy,prospect,['L']
destroy,you,['L']
destroy,that,['L']
destroy,home,"['N', 'L', 'L', 'L']"
destroy,kind,['N']
destroy,chapel,['L']
destroy,all,['L']
destroy,institution,['N']
destroy,Meese,['N']
destroy,trust,['N']
destroy,base,"['L', 'L']"
destroy,target,['L']
destroy,stone,['L']
destroy,ability,"['L', 'L']"
destroy,hiccup,['N']
destroy,which,"['L', 'L']"
destroy,plane,['L']
destroy,subjectivity,['N']
destroy,house,"['L', 'L']"
destroy,men,['N']
destroy,reputation,['N']
destroy,thousand,"['L', 'L']"
destroy,value,['N']
destroy,platform,"['L', 'L']"
destroy,document,"['L', 'L', 'L', 'L']"
destroy,450,['L']
destroy,capitalism,['N']
destroy,plant,"['L', 'L', 'L']"
destroy,file,['L']
destroy,neighborhood,"['N', 'L']"
destroy,them,"['N', 'L', 'N', 'N', 'L']"
destroy,ozone,['L']
destroy,clothes,['L']
destroy,foot,['L']
destroy,initiative,['N']
destroy,inventory,['L']
destroy,copy,['N']
destroy,frame,['N']
destroy,asset,"['N', 'L']"
destroy,Homes,['L']
destroy,accident,['L']
destroy,equivalent,['L']
destroy,progress,['N']
destroy,equipment,['L']
destroy,cell,['N']
destroy,record,['L']
destroy,it,"['N', 'N', 'N']"
destroy,PCBs,['L']
destroy,codex,['L']
destroy,Savimbi,['L']
destroy,some,['L']
destroy,job,"['N', 'N']"
destroy,civilization,['N']
destroy,project,['L']
destroy,operation,['L']
destroy,well,['L']
destroy,Africa,['N']
destroy,image,['N']
destroy,Party,"['N', 'N']"
destroy,reef,['L']
destroy,they,"['L', 'L']"
destroy,plan,['N']
destroy,business,"['N', 'N', 'L']"
destroy,link,['L']
destroy,minute,['L']
destroy,most,['L']
destroy,party,['N']
destroy,industry,['N']
destroy,opportunity,['L']
destroy,7,['L']
destroy,layer,"['L', 'L', 'L']"
destroy,labor,['N']
destroy,administration,['N']
destroy,foundation,['N']
destroy,economy,"['N', 'N', 'N']"
destroy,acre,['L']
destroy,Atlanta,['N']
destroy,half,['L']
destroy,drone,['L']
destroy,bid,['N']
destroy,Vietnam,['L']
destroy,facility,['L']
destroy,being,['L']
destroy,missile,"['L', 'L', 'L', 'L', 'L', 'L', 'L']"
destroy,enterprise,['N']
destroy,hope,"['N', 'L']"
destroy,deal,['N']
destroy,building,['L']
destroy,%,['L']
destroy,one,['L']
die,death,"['N', 'L']"
die,monk,['L']
die,year,"['L', 'L', 'L']"
die,who,['L']
die,laughing,['N']
dissolve,side,['N']
dissolve,one,['N']
dissolve,contract,['N']
dissolve,partnership,"['N', 'N', 'L', 'L']"
dissolve,facility,['N']
dissolve,board,['N']
dissolve,week,"['N', 'N']"
dissolve,agreement,"['N', 'N', 'N', 'N']"
dissolve,Armee,['N']
dissolve,fragment,['L']
dissolve,clot,"['L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L']"
dissolve,agent,['L']
dissolve,group,"['N', 'L', 'L']"
dissolve,injunction,"['N', 'N', 'L', 'L']"
dissolve,Parliament,['N']
dissolve,parliament,"['N', 'N', 'L', 'L', 'L', 'L', 'L']"
dissolve,marriage,"['N', 'N']"
dissolve,pill,['L']
dissolve,tenet,['N']
dissolve,objection,['N']
dissolve,agency,['N']
dissolve,assembly,['N']
dissolve,gallstone,"['L', 'L', 'L', 'L', 'L', 'L', 'L']"
dissolve,Morris,['L']
dissolve,which,['N']
dissolve,Gallstones,['L']
dissolve,company,['N']
dissolve,accord,['N']
dissolve,order,"['L', 'L', 'L']"
dissolve,pact,['L']
dissolve,it,"['L', 'L']"
dissolve,that,['L']
dissolve,venture,"['L', 'L', 'L']"
dissolve,government,['N']
dissolve,firm,"['L', 'L', 'L', 'L']"
dissolve,structure,['L']
dissolve,Church,['N']
dissolve,blood,['L']
dissolve,Engineering,['N']
dissolve,Assembly,"['L', 'L', 'L', 'L', 'L', 'L']"
dissolve,parent,['N']
dissolve,drug,['L']
dissolve,stone,['L']
drag,company,['N']
drag,indicator,['N']
drag,development,['N']
drag,train,['L']
drag,fund,['N']
drag,heel,"['N', 'N', 'N', 'N']"
drag,foot,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']"
drag,offense,['N']
drag,economy,"['N', 'N']"
drag,distance,['L']
drag,thing,['N']
drag,price,"['N', 'N', 'N', 'N', 'N', 'N', 'L', 'L']"
drag,result,['N']
drag,woman,['L']
drag,performance,"['N', 'N']"
drag,Results,['L']
drag,him,['L']
drag,body,['L']
drag,Some,['L']
drag,rate,['N']
drag,Ranger,['L']
drag,gold,['N']
drag,Texaco,['N']
drag,people,['N']
drag,FDA,['N']
drag,floor,['L']
drag,nest,['L']
drag,essay,['N']
drag,index,"['N', 'N', 'N', 'N', 'L', 'L']"
drag,philosopher,['N']
drag,sale,['N']
drag,accountant,['L']
drag,way,['N']
drag,group,['N']
drag,u,"['N', 'N']"
drag,her,"['L', 'L']"
drag,hero,['L']
drag,profit,['N']
drag,Index,['N']
drag,which,"['N', 'N']"
drag,party,['N']
drag,block,['L']
drag,average,['N']
drag,stock,['N']
drag,growth,['N']
drag,history,['N']
drag,lady,['L']
drag,lot,['L']
drag,corps,['N']
drag,they,['N']
drag,tree,['N']
drag,bottle,['L']
drag,them,"['L', 'L']"
drag,earnings,"['N', 'L']"
drag,market,"['N', 'N', 'N', 'L']"
drag,dollar,"['N', 'N', 'L']"
drink,stuff,['L']
drink,salute,['L']
drink,Walker,"['L', 'L']"
drink,glass,"['L', 'N']"
drink,brand,['L']
drink,dop,['N']
drink,milk,"['N', 'L', 'L']"
drink,bitter,['N']
drink,champagne,['L']
drink,lot,"['N', 'L', 'L']"
drink,anything,['L']
drink,water,"['L', 'L', 'L', 'N']"
drink,cold,['L']
drink,right,['L']
drink,it,"['N', 'N', 'L']"
drink,drink,['L']
drink,beer,"['L', 'N', 'N', 'N', 'N', 'L', 'L', 'L', 'L']"
drink,coffee,"['L', 'L']"
drink,Pimm,['L']
drink,bottle,"['N', 'L']"
drink,amount,['N']
drink,scotch,['L']
drink,just,['L']
drink,what,['L']
drink,gallon,['N']
drink,whisky,['L']
drink,mixer,['L']
drink,vodka,"['L', 'L']"
drink,beverage,"['L', 'L', 'L']"
drink,cup,"['N', 'N', 'N', 'L']"
drink,tea,"['L', 'L']"
drink,soda,['N']
drink,barrel,['L']
drink,dose,['L']
drink,liquor,"['L', 'L']"
drink,drug,['L']
drink,Scotch,['L']
drink,which,['L']
drink,himself,"['N', 'L', 'L']"
drink,toast,"['L', 'L']"
drink,Vodka,['L']
drink,%,"['L', 'L']"
drink,ounce,['L']
drink,Bud,['L']
drink,wine,"['L', 'L', 'L']"
drink,Coke,['L']
drink,alcohol,"['L', 'L']"
drink,Corona,['L']
drink,whiskey,"['N', 'L']"
drink,Chablis,['L']
drink,card,['L']
drink,quantity,['N']
drink,juice,['L']
drown,themselves,['N']
drown,day,['N']
drown,who,['L']
drown,official,['L']
drown,show,['N']
drown,chant,"['N', 'L']"
drown,everyone,['N']
drown,rippling,['N']
drown,critic,['N']
drown,number,['L']
drown,message,['N']
drown,it,['N']
drown,sound,['N']
drown,him,['N']
eat,camera,['L']
eat,cake,['L']
eat,pork,['N']
eat,chicken,['L']
eat,bar,['N']
eat,habit,['L']
eat,kilogram,"['L', 'L']"
eat,dirt,['N']
eat,word,"['N', 'L', 'L']"
eat,any,['L']
eat,fruit,['L']
eat,food,"['L', 'L', 'L']"
eat,young,"['N', 'L']"
eat,stuff,['L']
eat,dinner,['N']
eat,part,['L']
eat,cracker,['L']
eat,Flakes,['L']
eat,what,"['N', 'L']"
eat,pound,['L']
eat,lot,['L']
eat,crow,"['N', 'N']"
eat,kind,['L']
eat,lunch,['L']
eat,sausage,['L']
eat,propeller,['L']
eat,sumptuously,['N']
eat,cheese,['L']
eat,bacon,['L']
eat,produce,['L']
eat,Book,['L']
eat,star,['L']
eat,half,['L']
eat,piece,['L']
eat,coating,['N']
eat,entree,['L']
eat,crop,['L']
eat,percentage,['N']
eat,thallium,['N']
eat,shellfish,['L']
eat,confection,['L']
eat,shoot,['L']
eat,thing,['L']
eat,model,['L']
eat,cream,"['N', 'L']"
eat,fish,"['L', 'L']"
eat,tomato,['N']
eat,cereal,"['L', 'L']"
eat,layer,['N']
eat,them,"['N', 'N']"
eat,tube,['L']
eat,pie,['N']
eat,meal,"['L', 'L']"
eat,him,['N']
eat,pill,['L']
eat,%,['N']
eat,hat,['N']
eat,soul,['N']
eat,salad,"['L', 'L']"
eat,gumbo,['L']
eat,portion,['L']
eat,rule,['N']
eat,pizza,['L']
eat,showing,['N']
eat,convention,['L']
eat,it,"['L', 'N', 'L', 'L', 'L', 'L']"
eat,snail,"['L', 'L', 'L']"
eat,grass,['L']
eat,$,['N']
eat,profit,['N']
eat,breakfast,"['N', 'L', 'L', 'L', 'L']"
eat,leaf,['N']
eat,peanut,['L']
eat,themselves,"['L', 'N', 'N']"
eat,salsa,['N']
eat,minute,['N']
escape,attention,['N']
escape,competition,['N']
escape,rule,['L']
escape,system,['L']
escape,scrutiny,"['L', 'L']"
escape,disaster,['N']
escape,bar,['N']
escape,burden,"['N', 'N']"
escape,trap,['N']
escape,risk,['N']
escape,slowdown,['N']
escape,stricture,['N']
escape,quota,['N']
escape,blame,['L']
escape,fear,['N']
escape,plane,['L']
escape,slump,"['N', 'L']"
escape,invasion,['L']
escape,Skaggs,['N']
escape,schism,['N']
escape,total,['N']
escape,sanction,['N']
escape,taint,['L']
escape,evaluation,['N']
escape,ceiling,['N']
escape,law,['L']
escape,penalty,['N']
escape,sentence,['L']
escape,family,['N']
escape,detection,['N']
escape,driver,['N']
escape,fact,['N']
escape,controversy,['N']
escape,drought,"['L', 'L']"
escape,decline,['N']
escape,degree,['L']
escape,bid,"['L', 'L']"
escape,number,['N']
escape,prison,['L']
escape,rate,['L']
escape,stigma,['N']
escape,notice,"['N', 'N', 'L']"
escape,pocket,['N']
escape,exposure,['L']
escape,taxation,"['N', 'N']"
escape,Cuba,['L']
escape,form,['N']
escape,flame,['N']
escape,Walsh,['N']
escape,cost,['L']
escape,bailout,['L']
escape,detention,['L']
escape,effect,['N']
escape,finding,['L']
escape,while,['L']
escape,gas,['N']
escape,reliance,['N']
escape,pressure,['L']
escape,shadow,['N']
escape,interceptor,['N']
escape,virus,['N']
escape,clutch,"['N', 'L']"
escape,responsibility,['L']
escape,poverty,['N']
escape,cut,['L']
escape,brainwashing,['L']
escape,condition,['L']
escape,tax,"['N', 'N', 'N', 'N', 'N', 'L', 'L']"
escape,payment,['L']
escape,welfare,['N']
escape,vortex,['N']
escape,Enrile,['N']
escape,most,['L']
escape,shear,"['L', 'L']"
escape,hybrid,['L']
escape,fighting,['L']
escape,liability,"['N', 'N']"
escape,amount,['L']
escape,onslaught,['L']
escape,ban,['N']
escape,censure,['N']
escape,combat,['N']
escape,routine,['N']
escape,increase,['N']
evaporate,ahead,['N']
examine,oversight,['N']
examine,concept,['N']
examine,impact,['L']
examine,pro,['L']
examine,document,"['N', 'L']"
examine,accident,['N']
examine,exotica,['N']
examine,book,"['N', 'L', 'L']"
examine,home,['L']
examine,room,['L']
examine,%,['N']
examine,behavior,['L']
examine,suit,['L']
examine,competition,['N']
examine,both,['N']
examine,disclosure,['L']
examine,individual,['L']
examine,practice,['N']
examine,force,"['N', 'N']"
examine,incentive,['N']
examine,bank,['L']
examine,sealife,['L']
examine,list,['L']
examine,Questions,['N']
examine,issue,"['N', 'N', 'N', 'L', 'L', 'L']"
examine,option,"['N', 'L']"
examine,woman,['L']
examine,reliability,['N']
examine,kind,['N']
examine,allegation,['L']
examine,cell,['L']
examine,colon,['L']
examine,relation,['L']
examine,thrift,['L']
examine,legacy,['N']
examine,Security,['L']
examine,trading,['L']
examine,approach,['N']
examine,aspect,"['N', 'N']"
examine,feasibility,"['N', 'N']"
examine,link,['N']
examine,library,['L']
examine,sample,['L']
examine,fairness,['L']
examine,fundamental,['N']
examine,work,['L']
examine,compliance,['N']
examine,writing,['L']
examine,intelligence,['L']
examine,participation,['N']
examine,text,['L']
examine,return,['L']
examine,relationship,"['N', 'N']"
examine,account,['L']
examine,uterus,['L']
examine,overstatement,['N']
examine,program,['L']
examine,It,['N']
examine,complaint,['N']
examine,decision,['N']
examine,file,['L']
examine,material,"['L', 'L']"
examine,trust,['L']
examine,it,"['L', 'L']"
examine,possibility,['N']
examine,value,['L']
examine,problem,"['N', 'N']"
examine,settlement,['L']
examine,certificate,['L']
examine,bid,['N']
examine,proposal,"['L', 'L']"
examine,violation,['L']
examine,way,"['N', 'L']"
examine,research,['L']
examine,attitude,['L']
examine,patient,['N']
examine,study,['N']
examine,activity,['L']
examine,people,['N']
examine,Union,['N']
examine,connection,['N']
examine,Irving,['L']
examine,charge,['L']
examine,strategy,['N']
examine,request,['N']
examine,area,['L']
examine,job,['L']
examine,name,['N']
examine,effect,"['N', 'N']"
examine,topic,['L']
examine,content,['L']
examine,alternative,"['N', 'N', 'N', 'L', 'L', 'L']"
examine,computer,['L']
examine,hospital,['L']
examine,vase,['L']
examine,thunderstorm,['N']
examine,future,['N']
examine,them,"['L', 'L', 'L']"
examine,record,"['N', 'L', 'L', 'L']"
examine,announcement,['L']
examine,member,['L']
examine,bill,['L']
examine,each,['L']
examine,data,"['L', 'L']"
examine,ability,['N']
examine,face,['L']
examine,horse,['L']
examine,offer,['L']
examine,substance,['L']
examine,worker,['L']
examine,ration,['L']
examine,information,"['L', 'L']"
examine,death,['L']
examine,Cashways,['N']
examine,application,['L']
examine,food,['L']
examine,witness,"['L', 'L']"
examine,policy,"['L', 'L']"
fill,tank,['L']
fill,rack,['L']
fill,press,['N']
fill,life,['N']
fill,post,"['L', 'L', 'L', 'L', 'L', 'L', 'L']"
fill,bill,['N']
fill,u,['N']
fill,They,['L']
fill,them,"['N', 'L']"
fill,sack,['N']
fill,morgue,['L']
fill,what,['N']
fill,bottle,['L']
fill,it,"['L', 'L']"
fill,air,['N']
fill,book,['N']
fill,vacuum,['N']
fill,vacancy,"['L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L']"
fill,spot,"['L', 'L']"
fill,screen,"['N', 'N', 'N']"
fill,900,['L']
fill,coffer,['L']
fill,Congress,['L']
fill,some,['N']
fill,report,['N']
fill,order,"['N', 'N', 'L', 'L', 'L']"
fill,portion,['N']
fill,tranche,['N']
fill,seat,"['N', 'L', 'L', 'L', 'L', 'L']"
fill,team,['N']
fill,movie,"['N', 'N']"
fill,hole,"['N', 'N']"
fill,wish,['N']
fill,which,['L']
fill,void,"['N', 'N', 'N']"
fill,street,['L']
fill,pipeline,['N']
fill,form,['N']
fill,slot,['L']
fill,stage,['N']
fill,house,"['N', 'N']"
fill,court,['N']
fill,page,"['N', 'N']"
fill,silence,['N']
fill,magazine,['N']
fill,play,['N']
fill,term,"['L', 'L']"
fill,fleet,['N']
fill,position,"['N', 'L', 'L', 'L', 'L', 'L', 'L']"
fill,investor,['N']
fill,his,['N']
fill,board,['L']
fill,statement,['N']
fill,pint,['L']
fill,theater,['N']
fill,that,['N']
fill,one,['L']
fill,agenda,['L']
fill,opening,"['N', 'L']"
fill,booster,['N']
fill,gap,"['N', 'N', 'N']"
fill,plane,['L']
fill,station,['L']
fix,it,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'L', 'N', 'L', 'L', 'L', 'L']"
fix,thing,"['N', 'N']"
fix,which,"['L', 'L']"
fix,handful,['L']
fix,cavity,['L']
fix,institution,['L']
fix,many,['L']
fix,level,['L']
fix,percentage,['N']
fix,error,['N']
fix,typographical,['L']
fix,field,['N']
fix,corroded,['N']
fix,flaw,['L']
fix,ceiling,['L']
fix,Details,['N']
fix,responsibility,['L']
fix,that,['L']
fix,some,['N']
fix,price,"['L', 'N', 'N', 'N', 'N', 'N', 'L', 'L', 'L', 'L', 'L', 'L']"
fix,other,['N']
fix,others,['L']
fix,promise,['N']
fix,defect,"['L', 'L']"
fix,model,['L']
fix,system,['N']
fix,attention,['L']
fix,dollar,['N']
fix,school,['N']
fix,building,['N']
fix,leak,"['L', 'L', 'L', 'L']"
fix,case,['N']
fix,charge,['L']
fix,truck,['L']
fix,jury,['N']
fix,dish,['L']
fix,kettle,['L']
fix,process,['L']
fix,rate,"['N', 'N', 'L', 'L', 'L', 'L', 'L', 'L']"
fix,cut,['L']
fix,deadline,['L']
fix,eye,['N']
fix,them,"['L', 'L']"
fix,device,['L']
fix,number,['L']
fix,term,['L']
fix,problem,"['N', 'N', 'N', 'N', 'N', 'N', 'L', 'N', 'N', 'L', 'L', 'L']"
fix,unit,['L']
fix,expenditure,['N']
fix,offer,['N']
fix,odds,['L']
fix,car,['L']
fix,malfunction,['L']
flood,country,"['N', 'L', 'L']"
flood,bank,"['N', 'L']"
flood,grocer,['L']
flood,they,"['N', 'L']"
flood,insurer,['L']
flood,U.S.,"['N', 'N']"
flood,saving,['N']
flood,yard,['L']
flood,newspaper,['N']
flood,shop,['L']
flood,window,['N']
flood,Congress,['N']
flood,district,['N']
flood,Euromarket,['N']
flood,publication,['N']
flood,laboratory,"['N', 'N']"
flood,he,"['N', 'N', 'L']"
flood,Office,['N']
flood,it,"['N', 'L']"
flood,board,['N']
flood,NASD,['L']
flood,Kowa,['N']
flood,York,"['N', 'N']"
flood,circuit,['L']
flood,CBS,"['N', 'N', 'L']"
flood,Researchers,['N']
flood,university,['N']
flood,economy,"['N', 'N']"
flood,Patent,['N']
flood,Thailand,['N']
flood,body,"['N', 'N', 'N', 'N']"
flood,mail,['L']
flood,Most,['L']
flood,broadcast,['N']
flood,People,['L']
flood,world,['L']
flood,system,"['N', 'L']"
flood,foundation,['N']
flood,Rostenkowski,['L']
flood,We,"['N', 'L']"
flood,that,"['N', 'N']"
flood,court,"['N', 'N']"
flood,shelf,['N']
flood,reporter,['N']
flood,agency,['N']
flood,area,"['N', 'L', 'L']"
flood,list,['L']
flood,market,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L']"
flood,office,"['N', 'N', 'N', 'N', 'N', 'L', 'L']"
flourish,best,['N']
flourish,beneficiary,['L']
flourish,coast,['L']
flourish,investment,['L']
flourish,drawing,['N']
flourish,parameter,['N']
flow,way,['N']
flow,site,['L']
flow,more,['L']
flow,foot,"['L', 'L', 'L', 'L', 'L']"
flow,which,['L']
flow,eagerness,['L']
flow,many,['N']
flow,time,['N']
flow,back,['N']
fly,patrol,['L']
fly,formation,['L']
fly,7,['L']
fly,757s,['N']
fly,head,['L']
fly,flag,"['L', 'L', 'L']"
fly,fellow,['N']
fly,leg,['L']
fly,kite,['L']
fly,weekend,['L']
fly,hour,"['N', 'L']"
fly,class,['L']
fly,plane,['L']
fly,jet,['L']
fly,governor,['L']
fly,mission,['L']
fly,color,['N']
fly,all,['L']
fly,mile,"['L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L']"
fly,They,['L']
fly,one,['L']
fly,shuttle,['L']
